mz,id,ion,example,formula
472.24642,lysoPE 18:4,[M-H]-,"PE(18:4(9E,11E,13E,15E)/0:0)",C23H40NO7P
473.14242,PI 8:0,[M-H]-,GPIns(3:0/5:0),C17H31O13P
473.23043,PA 20:3,[M-H]-,"GPA(18:3(9Z,12Z,15Z)/2:0)",C23H39O8P
474.26208,lysoPE 18:3,[M-H]-,"PE(18:3(6Z,9Z,12Z)/0:0)",C23H42NO7P
475.24609,PA 20:2,[M-H]-,"GPA(17:2(9Z,12Z)/3:0)",C23H41O8P
476.27773,lysoPE 18:2,[M-H]-,"PE(18:2(9E,12E)/0:0)",C23H44NO7P
476.31411,CerP 24:1,[M-H]-,CerP(d14:1(4E)/10:0),C24H48NO6P
477.26174,PA 20:1,[M-H]-,GPA(18:1(4E)/2:0),C23H43O8P
477.26998,MGDG 14:0,[M-H]-,MGDG(6:0/8:0),C23H42O10
478.25698,PE 17:1,[M-H]-,GPEtn(2:0/15:1(9Z)),C22H42NO8P
478.29336,lysoPE 18:1,[M-H]-,PE(18:1(11E)/0:0),C23H46NO7P
478.29336,plasmenyl-PE 18:0,[M-H]-,PE(P-16:0/2:0),C23H46NO7P
478.32977,CerP 24:0,[M-H]-,CerP(d14:0/10:0),C24H50NO6P
479.2774,PA 20:0,[M-H]-,GPA(11:0/9:0),C23H45O8P
480.27264,PE 17:0,[M-H]-,GPEtn(2:0/15:0),C22H44NO8P
480.30901,lysoPE 18:0,[M-H]-,PE(18:0/0:0),C23H48NO7P
482.21551,PS 14:0,[M-H]-,GPSer(5:0/9:0),C20H38NO10P
483.23592,PG 15:0,[M-H]-,GPGro(13:0/2:0),C21H41O10P
485.16928,SQDG 10:0,[M-H]-,SQDG(2:0/8:0),C19H34O12S
485.23043,PA 21:4,[M-H]-,"GPA(18:4(6Z,9Z,12Z,15Z)/3:0)",C24H39O8P
487.15804,PI 9:0,[M-H]-,GPIns(4:0/5:0),C18H33O13P
487.24609,PA 21:3,[M-H]-,"GPA(18:3(9Z,12Z,15Z)/3:0)",C24H41O8P
489.26174,PA 21:2,[M-H]-,"GPA(18:2(9E,12E)/3:0)",C24H43O8P
490.32977,CerP 25:1,[M-H]-,CerP(d15:1(4E)/10:0),C25H50NO6P
491.2774,PA 21:1,[M-H]-,GPA(18:1(6Z)/3:0),C24H45O8P
491.28564,MGDG 15:0,[M-H]-,MGDG(3:0/12:0),C24H44O10
492.27264,PE 18:1,[M-H]-,GPEtn(2:0/16:1(7Z)),C23H44NO8P
492.30901,plasmenyl-PE 19:0,[M-H]-,PE(P-16:0/3:0),C24H48NO7P
492.34539,CerP 25:0,[M-H]-,CerP(d15:0/10:0),C25H52NO6P
492.34539,lysoPE 20:0,[M-H]-,PE(P-20:0/0:0),C25H52NO6P
493.29302,PA 21:0,[M-H]-,GPA(16:0/5:0),C24H47O8P
494.28829,PE 18:0,[M-H]-,GPEtn(7:0/11:0),C23H46NO8P
494.32467,lysoPE 19:0,[M-H]-,PE(19:0/0:0),C24H50NO7P
494.36105,lysoPE 20:0,[M-H]-,PE(O-20:0/0:0),C25H54NO6P
495.23592,PG 16:1,[M-H]-,GPGro(14:1(9Z)/2:0),C22H41O10P
496.23116,PS 15:0,[M-H]-,GPSer(13:0/2:0),C21H40NO10P
497.23043,PA 22:5,[M-H]-,"GPA(20:5(5Z,8Z,11Z,14Z,17Z)/2:0)",C25H39O8P
497.25155,PG 16:0,[M-H]-,GPGro(14:0/2:0),C22H43O10P
498.26208,lysoPE 20:5,[M-H]-,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C25H42NO7P
499.16631,DGDG 4:0,[M-H]-,DGDG(2:0/2:0),C19H32O15
499.18493,SQDG 11:0,[M-H]-,SQDG(4:0/7:0),C20H36O12S
499.24609,PA 22:4,[M-H]-,"GPA(18:4(6Z,9Z,12Z,15Z)/4:0)",C25H41O8P
500.27773,lysoPE 20:4,[M-H]-,"PE(20:4(7E,10E,13E,16E)/0:0)",C25H44NO7P
501.1737,PI 10:0,[M-H]-,GPIns(7:0/3:0),C19H35O13P
501.26174,PA 22:3,[M-H]-,"GPA(18:3(9Z,12Z,15Z)/4:0)",C25H43O8P
502.29336,lysoPE 20:3,[M-H]-,"PE(20:3(8Z,11Z,14Z)/0:0)",C25H46NO7P
503.2774,PA 22:2,[M-H]-,"GPA(20:2(11Z,14Z)/2:0)",C25H45O8P
503.28564,MGDG 16:1,[M-H]-,MGDG(2:0/14:1(9Z)),C25H44O10
504.27264,PE 19:2,[M-H]-,"GPEtn(17:2(9Z,12Z)/2:0)",C24H44NO8P
504.30901,lysoPE 20:2,[M-H]-,"PE(20:2(5Z,8Z)/0:0)",C25H48NO7P
504.34539,CerP 26:1,[M-H]-,CerP(d16:1(4E)/10:0),C26H52NO6P
505.29302,PA 22:1,[M-H]-,GPA(20:1(11Z)/2:0),C25H47O8P
505.30128,MGDG 16:0,[M-H]-,MGDG(10:0/6:0),C25H46O10
506.28829,PE 19:1,[M-H]-,GPEtn(4:0/15:1(9Z)),C24H46NO8P
506.32467,lysoPE 20:1,[M-H]-,PE(20:1(11E)/0:0),C25H50NO7P
506.32467,plasmenyl-PE 20:0,[M-H]-,PE(P-18:0/2:0),C25H50NO7P
506.36105,CerP 26:0,[M-H]-,CerP(d16:0/10:0),C26H54NO6P
507.30868,PA 22:0,[M-H]-,GPA(16:0/6:0),C25H49O8P
508.23116,PS 16:1,[M-H]-,GPSer(2:0/14:1(9Z)),C22H40NO10P
508.30395,PE 19:0,[M-H]-,GPEtn(14:0/5:0),C24H48NO8P
508.34032,lysoPE 20:0,[M-H]-,PE(20:0/0:0),C25H52NO7P
509.25155,PG 17:1,[M-H]-,GPGro(14:1(9Z)/3:0),C23H43O10P
510.24682,PS 16:0,[M-H]-,GPSer(7:0/9:0),C22H42NO10P
511.24609,PA 23:5,[M-H]-,"GPA(20:5(5Z,8Z,11Z,14Z,17Z)/3:0)",C26H41O8P
511.2672,PG 17:0,[M-H]-,GPGro(13:0/4:0),C23H45O10P
513.18194,DGDG 5:0,[M-H]-,DGDG(2:0/3:0),C20H34O15
513.20058,SQDG 12:0,[M-H]-,SQDG(4:0/8:0),C21H38O12S
513.26171,PA 23:4,[M-H]-,"GPA(20:4(5Z,8Z,11Z,14Z)/3:0)",C26H43O8P
514.25701,PE 20:4,[M-H]-,"GPEtn(18:4(6Z,9Z,12Z,15Z)/2:0)",C25H42NO8P
515.18938,PI 11:0,[M-H]-,GPIns(8:0/3:0),C20H37O13P
515.2774,PA 23:3,[M-H]-,"GPA(20:3(5Z,8Z,11Z)/3:0)",C26H45O8P
516.27264,PE 20:3,[M-H]-,"GPEtn(2:0/18:3(9Z,12Z,15Z))",C25H44NO8P
517.29302,PA 23:2,[M-H]-,"GPA(20:2(11Z,14Z)/3:0)",C26H47O8P
517.30128,MGDG 17:1,[M-H]-,MGDG(3:0/14:1(9Z)),C26H46O10
518.28826,PE 20:2,[M-H]-,"GPEtn(17:2(9Z,12Z)/3:0)",C25H46NO8P
518.36108,CerP 27:1,[M-H]-,CerP(d17:1(4E)/10:0),C27H54NO6P
519.30871,PA 23:1,[M-H]-,GPA(18:1(7Z)/5:0),C26H49O8P
519.31695,MGDG 17:0,[M-H]-,MGDG(13:0/4:0),C26H48O10
520.30395,PE 20:1,[M-H]-,GPEtn(2:0/18:1(4E)),C25H48NO8P
520.34032,plasmenyl-PE 21:0,[M-H]-,PE(P-16:0/5:0),C26H52NO7P
520.3767,CerP 27:0,[M-H]-,CerP(d17:0/10:0),C27H56NO6P
521.32433,PA 23:0,[M-H]-,GPA(12:0/11:0),C26H51O8P
522.24682,PS 17:1,[M-H]-,GPSer(3:0/14:1(9Z)),C23H42NO10P
522.31957,PE 20:0,[M-H]-,GPEtn(18:0/2:0),C25H50NO8P
522.35595,lysoPE 21:0,[M-H]-,PE(21:0/0:0),C26H54NO7P
523.24609,PA 24:6,[M-H]-,"GPA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/2:0)",C27H41O8P
523.2672,PG 18:1,[M-H]-,GPGro(2:0/16:1(7Z)),C24H45O10P
524.26244,PS 17:0,[M-H]-,GPSer(15:0/2:0),C23H44NO10P
524.2777,lysoPE 22:6,[M-H]-,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C27H44NO7P
525.26171,PA 24:5,[M-H]-,"GPA(20:5(5Z,8Z,11Z,14Z,17Z)/4:0)",C27H43O8P
525.28289,PG 18:0,[M-H]-,GPGro(14:0/4:0),C24H47O10P
526.23221,ST 16:1,[M-H]-,Sulfatide(d14:1(4E)/2:0),C22H41NO11S
526.29339,lysoPE 22:5,[M-H]-,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",C27H46NO7P
527.19762,DGDG 6:0,[M-H]-,DGDG(4:0/2:0),C21H36O15
527.21624,SQDG 13:0,[M-H]-,SQDG(7:0/6:0),C22H40O12S
527.2774,PA 24:4,[M-H]-,"GPA(20:4(5E,8E,11E,14E)/4:0)",C27H45O8P
528.24786,ST 16:0,[M-H]-,Sulfatide(d14:0/2:0),C22H43NO11S
528.27264,PE 21:4,[M-H]-,"GPEtn(3:0/18:4(6Z,9Z,12Z,15Z))",C26H44NO8P
528.30901,lysoPE 22:4,[M-H]-,"PE(22:4(7Z,10Z,13Z,16Z)/0:0)",C27H48NO7P
529.20501,PI 12:0,[M-H]-,GPIns(5:0/7:0),C21H39O13P
529.29302,PA 24:3,[M-H]-,"GPA(20:3(5Z,8Z,11Z)/4:0)",C27H47O8P
530.28826,PE 21:3,[M-H]-,"GPEtn(18:3(6Z,9Z,12Z)/3:0)",C26H46NO8P
531.30871,PA 24:2,[M-H]-,"GPA(20:2(5Z,8Z)/4:0)",C27H49O8P
531.31695,MGDG 18:1,[M-H]-,MGDG(15:1(9Z)/3:0),C27H48O10
532.30395,PE 21:2,[M-H]-,"GPEtn(18:2(9E,10E)/3:0)",C26H48NO8P
532.34032,lysoPE 22:2,[M-H]-,"PE(22:2(13Z,16Z)/0:0)",C27H52NO7P
532.3767,CerP 28:1,[M-H]-,CerP(d18:1(4E)/10:0),C28H56NO6P
533.32433,PA 24:1,[M-H]-,GPA(18:1(17Z)/6:0),C27H51O8P
533.33258,MGDG 18:0,[M-H]-,MGDG(16:0/2:0),C27H50O10
534.31957,PE 21:1,[M-H]-,GPEtn(15:1(9Z)/6:0),C26H50NO8P
534.35595,lysoPE 22:1,[M-H]-,PE(22:1(13Z)/0:0),C27H54NO7P
534.35595,plasmenyl-PE 22:0,[M-H]-,PE(P-16:0/6:0),C27H54NO7P
534.39233,CerP 28:0,[M-H]-,CerP(d16:0/12:0),C28H58NO6P
535.2672,PG 19:2,[M-H]-,"GPGro(17:2(9Z,12Z)/2:0)",C25H45O10P
535.33996,PA 24:0,[M-H]-,GPA(20:0/4:0),C27H53O8P
536.26244,PS 18:1,[M-H]-,GPSer(14:1(9Z)/4:0),C24H44NO10P
536.33526,PE 21:0,[M-H]-,GPEtn(17:0/4:0),C26H52NO8P
536.37164,lysoPE 22:0,[M-H]-,PE(22:0/0:0),C27H56NO7P
537.26171,PA 25:6,[M-H]-,"GPA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/3:0)",C28H43O8P
537.28289,PG 19:1,[M-H]-,GPGro(3:0/16:1(9Z)),C25H47O10P
538.27813,PS 18:0,[M-H]-,GPSer(15:0/3:0),C24H46NO10P
539.2774,PA 25:5,[M-H]-,"GPA(22:5(4Z,7Z,10Z,13Z,16Z)/3:0)",C28H45O8P
539.29852,PG 19:0,[M-H]-,GPGro(15:0/4:0),C25H49O10P
540.24786,ST 17:1,[M-H]-,Sulfatide(d15:1(4E)/2:0),C23H43NO11S
540.27264,PE 22:5,[M-H]-,"GPEtn(2:0/20:5(5Z,8Z,11Z,14Z,17Z))",C27H44NO8P
541.21325,DGDG 7:0,[M-H]-,DGDG(5:0/2:0),C22H38O15
541.23188,SQDG 14:0,[M-H]-,SQDG(12:0/2:0),C23H42O12S
541.29302,PA 25:4,[M-H]-,"GPA(18:4(6Z,9Z,12Z,15Z)/7:0)",C28H47O8P
542.26351,ST 17:0,[M-H]-,Sulfatide(d15:0/2:0),C23H45NO11S
542.28826,PE 22:4,[M-H]-,"GPEtn(2:0/20:4(5E,8E,11E,14E))",C27H46NO8P
543.22063,PI 13:0,[M-H]-,GPIns(11:0/2:0),C22H41O13P
543.30871,PA 25:3,[M-H]-,"GPA(18:3(6Z,9Z,12Z)/7:0)",C28H49O8P
543.31695,MGDG 19:2,[M-H]-,"MGDG(17:2(9Z,12Z)/2:0)",C28H48O10
544.30395,PE 22:3,[M-H]-,"GPEtn(20:3(8Z,11Z,14Z)/2:0)",C27H48NO8P
545.25158,PG 20:4,[M-H]-,"GPGro(18:4(6Z,9Z,12Z,15Z)/2:0)",C26H43O10P
545.32433,PA 25:2,[M-H]-,"GPA(18:2(9E,10E)/7:0)",C28H51O8P
545.33258,MGDG 19:1,[M-H]-,MGDG(5:0/14:1(9Z)),C28H50O10
546.31957,PE 22:2,[M-H]-,"GPEtn(4:0/18:2(9E,10E))",C27H50NO8P
546.39233,CerP 29:1,[M-H]-,CerP(d17:1(4E)/12:0),C29H58NO6P
547.2672,PG 20:3,[M-H]-,"GPGro(18:3(9Z,12Z,15Z)/2:0)",C26H45O10P
547.33996,PA 25:1,[M-H]-,GPA(18:1(6Z)/7:0),C28H53O8P
547.34818,MGDG 19:0,[M-H]-,MGDG(5:0/14:0),C28H52O10
548.26244,PS 19:2,[M-H]-,"GPSer(2:0/17:2(9Z,12Z))",C25H44NO10P
548.33526,PE 22:1,[M-H]-,GPEtn(4:0/18:1(6Z)),C27H52NO8P
548.37164,plasmenyl-PE 23:0,[M-H]-,PE(P-16:0/7:0),C28H56NO7P
548.40801,CerP 29:0,[M-H]-,CerP(d19:0/10:0),C29H60NO6P
549.28289,PG 20:2,[M-H]-,"GPGro(2:0/18:2(6Z,9Z))",C26H47O10P
549.35564,PA 25:0,[M-H]-,GPA(18:0/7:0),C28H55O8P
550.27813,PS 19:1,[M-H]-,GPSer(17:1(9Z)/2:0),C25H46NO10P
550.35088,PE 22:0,[M-H]-,GPEtn(3:0/19:0),C27H54NO8P
550.38726,lysoPE 23:0,[M-H]-,PE(23:0/0:0),C28H58NO7P
551.2774,PA 26:6,[M-H]-,"GPA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/4:0)",C29H45O8P
551.29852,PG 20:1,[M-H]-,GPGro(5:0/15:1(9Z)),C26H49O10P
552.29375,PS 19:0,[M-H]-,GPSer(14:0/5:0),C25H48NO10P
553.29302,PA 26:5,[M-H]-,"GPA(20:5(5Z,8Z,11Z,14Z,17Z)/6:0)",C29H47O8P
553.30128,MGDG 20:4,[M-H]-,"MGDG(2:0/18:4(6Z,9Z,12Z,15Z))",C29H46O10
553.31414,PG 20:0,[M-H]-,GPGro(16:0/4:0),C26H51O10P
554.26351,ST 18:1,[M-H]-,Sulfatide(d16:1(4E)/2:0),C24H45NO11S
554.28826,PE 23:5,[M-H]-,"GPEtn(3:0/20:5(5Z,8Z,11Z,14Z,17Z))",C28H46NO8P
555.22888,DGDG 8:0,[M-H]-,DGDG(6:0/2:0),C23H40O15
555.24758,SQDG 15:0,[M-H]-,SQDG(4:0/11:0),C24H44O12S
555.30871,PA 26:4,[M-H]-,"GPA(20:4(7E,10E,13E,16E)/6:0)",C29H49O8P
555.31695,MGDG 20:3,[M-H]-,"MGDG(2:0/18:3(9Z,12Z,15Z))",C29H48O10
556.27916,ST 18:0,[M-H]-,Sulfatide(d16:0/2:0),C24H47NO11S
556.30395,PE 23:4,[M-H]-,"GPEtn(20:4(5E,8E,11E,14E)/3:0)",C28H48NO8P
556.34032,lysoPE 24:4,[M-H]-,"PE(24:4(5Z,8Z,11Z,14Z)/0:0)",C29H52NO7P
557.23632,PI 14:0,[M-H]-,GPIns(11:0/3:0),C23H43O13P
557.32433,PA 26:3,[M-H]-,"GPA(20:3(8Z,11Z,14Z)/6:0)",C29H51O8P
557.33258,MGDG 20:2,[M-H]-,"MGDG(3:0/17:2(9Z,12Z))",C29H50O10
558.24682,PS 20:4,[M-H]-,"GPSer(18:4(6Z,9Z,12Z,15Z)/2:0)",C26H42NO10P
558.31957,PE 23:3,[M-H]-,"GPEtn(20:3(8Z,11Z,14Z)/3:0)",C28H50NO8P
559.2672,PG 21:4,[M-H]-,"GPGro(3:0/18:4(9E,11E,13E,15E))",C27H45O10P
559.33996,PA 26:2,[M-H]-,"GPA(22:2(13Z,16Z)/4:0)",C29H53O8P
559.34818,MGDG 20:1,[M-H]-,MGDG(2:0/18:1(7Z)),C29H52O10
560.26244,PS 20:3,[M-H]-,"GPSer(2:0/18:3(9Z,12Z,15Z))",C26H44NO10P
560.33526,PE 23:2,[M-H]-,"GPEtn(3:0/20:2(5Z,8Z))",C28H52NO8P
560.40801,CerP 30:1,[M-H]-,CerP(d16:1(4E)/14:0),C30H60NO6P
561.28289,PG 21:3,[M-H]-,"GPGro(18:3(9Z,12Z,15Z)/3:0)",C27H47O10P
561.35564,PA 26:1,[M-H]-,GPA(16:1(7Z)/10:0),C29H55O8P
561.36388,MGDG 20:0,[M-H]-,MGDG(8:0/12:0),C29H54O10
562.27813,PS 20:2,[M-H]-,"GPSer(18:2(9Z,11Z)/2:0)",C26H46NO10P
562.35088,PE 23:1,[M-H]-,GPEtn(9:0/14:1(9Z)),C28H54NO8P
562.38726,lysoPE 24:1,[M-H]-,PE(24:1(15Z)/0:0),C29H58NO7P
562.38726,plasmenyl-PE 24:0,[M-H]-,PE(P-16:0/8:0),C29H58NO7P
562.42364,CerP 30:0,[M-H]-,CerP(d14:0/16:0),C30H62NO6P
563.29852,PG 21:2,[M-H]-,"GPGro(3:0/18:2(2E,4E))",C27H49O10P
563.37127,PA 26:0,[M-H]-,GPA(15:0/11:0),C29H57O8P
564.29375,PS 20:1,[M-H]-,GPSer(4:0/16:1(7Z)),C26H48NO10P
564.36651,PE 23:0,[M-H]-,GPEtn(10:0/13:0),C28H56NO8P
564.40295,lysoPE 24:0,[M-H]-,PE(24:0/0:0),C29H60NO7P
